,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,Color,Image_link
328,328,328,104,59408969,GRÖNLID,Sofas,"SR3,095",No old price,True,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-ljungen-light-red-s59408969/,Yes,"2-seat sofa, Ljungen light red",Unknown,,,,"Ljungen light red,Sporda dark grey",
329,329,329,105,19297685,JONAXEL,Wardrobes,"SR1,395",No old price,True,https://www.ikea.com/sa/en/p/jonaxel-open-storage-combination-white-s19297685/,No,"Open storage combination, white,",IKEA of Sweden,,,,White,
330,330,330,106,79324370,BESTÅ,TV & media furniture,"SR1,220",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-white-selsviken-high-gloss-white-s79324370/,Yes,"TV bench with drawers, white/Selsviken high-gloss/white,",IKEA of Sweden,,,,"Black-brown/Lappviken black-brown,White/Lappviken white,White/Hanviken white,Black-brown/Selsviken high-gloss/black,White/Selsviken high-gloss/white,White/Hanviken/Stubbarp white,Black-brown/Lappviken/Stubbarp black-brown,Black-brown/Lappviken/Stubbarp light grey-brown,White/Lappviken/Stubbarp light grey-brown,White/Lappviken/Stubbarp white,White/Laxviken/Stubbarp white,Black-brown Hedeviken/Stubbarp/dark brown stained oak veneer,Black-brown/Hjortviken/Ösarp brown,White/Kallviken/Stubbarp dark grey,Black-brown/Hjortviken/Stubbarp brown,Black-brown/Kallviken/Stubbarp dark grey,White/Björköviken/Stubbarp birch veneer,White/Bergsviken/Stubbarp beige,White/Bergsviken/Ösarp beige",
331,331,331,107,89324826,BESTÅ,"Sideboards, buffets & console tables","SR1,505",No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-black-brown-kallviken-dark-grey-concrete-effect-s89324826/,Yes,"Storage combination w doors/drawers, black-brown Kallviken/dark grey concrete effect,",IKEA of Sweden,,,,"Black-brown/Lappviken black-brown,White/Lappviken white,White/Hanviken white,Black-brown/Lappviken/Stubbarp black-brown,White/Lappviken/Stubbarp white,White/Sutterviken/Kabbarp white,White/Hanviken/Stubbarp white,Black-brown/Selsviken high-gloss/black,White/Selsviken high-gloss/white,Black-brown Kallviken/dark grey concrete effect,White Kallviken/dark grey concrete effect",
332,332,332,108,99329197,BESTÅ,TV & media furniture,"SR1,715",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-white-lappviken-stubbarp-white-clear-glass-s99329197/,Yes,"TV bench, white/Lappviken/Stubbarp white clear glass,",IKEA of Sweden/Marcus Arvonen,,,,"Black-brown/Selsviken high-gloss/black clear glass,Black-brown/Lappviken black-brown clear glass,White/Lappviken white clear glass,White/Hanviken white clear glass,White/Sutterviken/Kabbarp white,Black-brown/Lappviken/Stubbarp black-brown clear glass,White/Lappviken/Stubbarp white clear glass,White/Hanviken/Stubbarp white clear glass,Black-brown Sindvik/Lappviken/Mejarp light grey-brown",
333,333,333,109,60490449,GLADSTAD,Beds,"SR1,245",No old price,True,https://www.ikea.com/sa/en/p/gladstad-upholstered-bed-frame-kabusa-light-grey-60490449/,No,"Upholstered bed frame, Kabusa light grey,",Ola Wihlborg,200.0,95.0,140.0,Kabusa light grey,
334,334,334,110,99399901,VIMLE,Armchairs & chaise longues,"SR2,675",No old price,True,https://www.ikea.com/sa/en/p/vimle-chaise-longue-hallarp-beige-s99399901/,Yes,"Chaise longue, Hallarp beige",Unknown,,,,"Saxemara black-blue,Saxemara light blue,Hallarp beige,Hallarp grey,Gunnared medium grey,Gunnared beige",
335,335,335,111,80507608,MATCHSPEL,Gaming furniture,SR995,No old price,True,https://www.ikea.com/sa/en/p/matchspel-gaming-chair-bomstad-black-80507608/,Yes,"Gaming chair, Bomstad black",Jon Karlsson,48.0,47.0,66.0,"Bomstad black,Bomstad light grey,Bomstad white",
336,336,336,112,19422180,BESTÅ,TV & media furniture,"SR1,510",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-black-brown-hedeviken-dark-brown-oak-veneer-s19422180/,Yes,"TV bench with doors, black-brown Hedeviken/dark brown oak veneer,",Unknown,,,,"Black-brown/Lappviken black-brown,Black-brown/Lappviken light grey-brown,White/Lappviken light grey-brown,White/Lappviken white,White/Hanviken white,White/Laxviken white,Black-brown/Mörtviken black,Black-brown Hedeviken/dark brown oak veneer,Black-brown/Hjortviken brown,Black-brown/Kallviken concrete effect,Black-brown/Selsviken high-gloss/black,Grey stained walnut effect/Selsviken high-gloss/white,White/Kallviken dark grey,White/Selsviken high-gloss/white,White/Bergsviken beige,White Björköviken/birch veneer",
337,337,337,113,49429745,PAX / FARDAL,Wardrobes,"SR2,435","SR2,650",False,https://www.ikea.com/sa/en/p/pax-fardal-wardrobe-combination-white-high-gloss-white-s49429745/,No,"Wardrobe combination, white/high-gloss white,",Unknown,,,,White/high-gloss white,
338,338,338,114,59175955,MALM,Beds,,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s59175955/,Yes,"Bed frame, high, w 2 storage boxes, white,",Eva Lilja Löwenhielm/IKEA of Sweden,,,,"White,Black-brown",
339,339,339,115,90214308,MICKE,Tables & desks,SR699,No old price,True,https://www.ikea.com/sa/en/p/micke-desk-white-90214308/,Yes,"Desk, white,",Henrik Preutz,50.0,75.0,142.0,"Black-brown,White",
340,340,340,116,89429324,POÄNG,Armchairs & chaise longues,"SR1,445",No old price,True,https://www.ikea.com/sa/en/p/poaeng-rocking-chair-black-brown-glose-eggshell-s89429324/,Yes,"Rocking-chair, black-brown/Glose eggshell",Unknown,,,,"Glose dark brown,Glose eggshell",
341,341,341,117,19419903,PAX / REINSVOLL/VIKEDAL,Wardrobes,"SR6,525",No old price,True,https://www.ikea.com/sa/en/p/pax-reinsvoll-vikedal-wardrobe-combination-white-grey-beige-s19419903/,No,"Wardrobe combination, white/grey-beige,",Unknown,,,,White/grey-beige,
342,342,342,118,19326428,SLÄKT,Beds,SR995,No old price,True,https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-s19326428/,Yes,"Ext bed frame with slatted bed base, white,",Ebba Strandmark/IKEA of Sweden,,,,"White,White/birch",
343,343,343,119,89409137,VIMLE,Armchairs & chaise longues,"SR2,735",No old price,True,https://www.ikea.com/sa/en/p/vimle-chaise-longue-with-wide-armrests-hallarp-grey-s89409137/,Yes,"Chaise longue, with wide armrests/Hallarp grey",Unknown,,,,"With wide armrests/Saxemara black-blue,With wide armrests/Saxemara light blue,With wide armrests/Hallarp beige,With wide armrests/Hallarp grey,With wide armrests/Gunnared beige",
344,344,344,120,70528965,JÄTTEBO,Armchairs & chaise longues,SR145,No old price,True,https://www.ikea.com/sa/en/p/jaettebo-cover-1-seat-module-with-storage-tonerud-grey-70528965/,Yes,"Cover 1-seat module with storage, Tonerud grey",Ola Wihlborg,57.0,4.0,37.0,"Tonerud grey,Samsala dark yellow-green,Samsala grey-beige",
345,345,345,121,59324248,PAX,Wardrobes,"SR4,400","SR4,435",False,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s59324248/,No,"Wardrobe combination, white,",Ehlén Johansson/IKEA of Sweden/Ola Wihlborg,,,,White,
346,346,346,122,29300847,BESTÅ,Dining furniture,"SR1,470",No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-black-brown-lappviken-black-brown-clear-glass-s29300847/,Yes,"Storage combination w glass doors, black-brown/Lappviken black-brown clear glass,",IKEA of Sweden/Marcus Arvonen,,,,"Black-brown/Lappviken black-brown clear glass,White/Lappviken white clear glass,Black-brown/Selsviken high-gloss/black clear glass,White/Hanviken white clear glass,White/Sutterviken/Kabbarp white clear glass",
347,347,347,123,29521660,LAGKAPTEN / ALEX,Tables & desks,"SR1,295",No old price,True,https://www.ikea.com/sa/en/p/lagkapten-alex-desk-black-brown-grey-turquoise-s29521660/,Yes,"Desk, black-brown/grey-turquoise,",Unknown,,,,"Black-brown/grey-turquoise,Black-brown/white",
348,348,348,124,10526969,KIVIK,Armchairs & chaise longues,SR495,No old price,True,https://www.ikea.com/sa/en/p/kivik-cover-two-seat-sofa-kelinge-grey-turquoise-10526969/,Yes,"Cover two-seat sofa, Kelinge grey-turquoise",Ola Wihlborg,57.0,8.0,38.0,"Tibbleby beige/grey,Kelinge grey-turquoise,Tresund anthracite,Tresund light beige",
349,349,349,125,20522027,STYRSPEL,Gaming furniture,"SR1,395",No old price,True,https://www.ikea.com/sa/en/p/styrspel-gaming-chair-purple-black-20522027/,Yes,"Gaming chair, purple/black",David Wahl,47.0,118.0,71.0,"Dark grey/grey,Grey/red,Purple/black",
350,350,350,126,40401901,NORDLI,Chests of drawers & drawer units,SR375,SR250,True,https://www.ikea.com/sa/en/p/nordli-modular-chest-of-drawers-white-40401901/,No,"Modular chest of drawers, white,",Ola Wihlborg,47.0,45.0,40.0,White,
351,351,351,127,90542499,HAVSTEN,Outdoor furniture,SR595,No old price,True,https://www.ikea.com/sa/en/p/havsten-seat-back-cushion-outdoor-beige-90542499/,No,"Seat/back cushion, outdoor, beige",Andreas Fredriksson,82.0,,87.0,Outdoor,
352,352,352,128,9254262,SAGSTUA,Beds,"SR1,195","SR1,225",True,https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-loenset-s09254262/,Yes,"Bed frame, white/Lönset,",IKEA of Sweden/Paulin Machado,,,,"Black,White",
353,353,353,129,9392414,VIMLE,Sofas,"SR2,145",No old price,True,https://www.ikea.com/sa/en/p/vimle-2-seat-section-gunnared-beige-s09392414/,Yes,"2-seat section, Gunnared beige",Unknown,,,,"Saxemara black-blue,Saxemara light blue,Hallarp grey,Gunnared beige,Gunnared medium grey",
354,354,354,130,497255,BACKSÄLEN,Armchairs & chaise longues,SR845,No old price,True,https://www.ikea.com/sa/en/p/backsaelen-cover-for-3-seat-sofa-hallarp-grey-00497255/,Yes,"Cover for 3-seat sofa, Hallarp grey",Andreas Fredriksson,57.0,8.0,38.0,"Blekinge white,Hallarp grey,Katorp natural",
355,355,355,131,40469019,FEJAN,Outdoor furniture,SR75,No old price,True,https://www.ikea.com/sa/en/p/fejan-table-outdoor-white-40469019/,No,"Table, outdoor, white,",IKEA of Sweden,50.0,71.0,44.0,Outdoor,
356,356,356,132,20506145,KURA,Beds,SR125,No old price,True,https://www.ikea.com/sa/en/p/kura-bed-curtain-market-stall-pattern-20506145/,No,"Bed curtain, market stall pattern",S Edholm/L Ullenius,167.0,115.0,96.0,Market stall pattern,
357,357,357,133,20542860,TÄRNESTAD,Cabinets & cupboards,SR35,No old price,True,https://www.ikea.com/sa/en/p/taernestad-knob-oak-20542860/,No,"Knob, oak,",Ola Wihlborg,22.0,,,Oak,
358,358,358,134,99401414,VIMLE,Sofas,"SR4,980",No old price,True,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-with-chaise-longue-with-wide-armrests-with-headrest-hallarp-grey-s99401414/,Yes,"3-seat sofa with chaise longue, with wide armrests with headrest/Hallarp grey",Unknown,,,,"With wide armrests Saxemara/black-blue,With wide armrests/Saxemara light blue,With wide armrests/Hallarp grey,With wide armrests with headrest/Hallarp grey,With wide armrests/Gunnared beige",
359,359,359,135,69537697,TROTTEN / MATCHSPEL,Furniture sets,"SR1,490",No old price,False,https://www.ikea.com/sa/en/p/trotten-matchspel-desk-and-chair-beige-white-light-grey-s69537697/,Yes,"Desk and chair, beige/white light grey",Unknown,,,,,
360,360,360,136,500804,GRÖNLID,Armchairs & chaise longues,SR190,No old price,True,https://www.ikea.com/sa/en/p/groenlid-cover-for-armrest-ljungen-light-green-00500804/,Yes,"Cover for armrest, Ljungen light green",Francis Cayouette,40.0,5.0,26.0,"Inseros white,Ljungen light green,Ljungen light red,Ljungen medium grey,Sporda dark grey",
361,361,361,137,59533341,TROFAST,Nursery furniture,SR570,SR650,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-grey-blue-s59533341/,No,"Storage combination, white/grey-blue,",Unknown,,,,White/grey-blue,
362,362,362,138,9287795,SOLLERÖN,Outdoor furniture,"SR4,675","SR4,720",False,https://www.ikea.com/sa/en/p/solleroen-modular-corner-sofa-3-seat-outdoor-dark-grey-froesoen-duvholmen-dark-grey-s09287795/,Yes,"Modular corner sofa 3-seat, outdoor, dark grey/Frösön/Duvholmen dark grey",Eva Lilja Löwenhielm/IKEA of Sweden/Jonas Hultqvist,,,,"Dark grey/Frösön/Duvholmen beige,Dark grey/Frösön/Duvholmen dark grey,Dark grey/Järpön/Duvholmen anthracite",
363,363,363,139,99452093,SÖDERHAMN,Armchairs & chaise longues,"SR1,095",No old price,True,https://www.ikea.com/sa/en/p/soederhamn-footstool-tonerud-grey-s99452093/,Yes,"Footstool, Tonerud grey",Unknown,,,,"Tonerud grey,Fridtuna dark grey,Fridtuna light beige",
364,364,364,140,60456916,HAUGA,Wardrobes,"SR1,395",No old price,True,https://www.ikea.com/sa/en/p/hauga-wardrobe-with-sliding-doors-white-60456916/,Yes,"Wardrobe with sliding doors, white,",Ola Wihlborg,55.0,199.0,118.0,"Grey,White",
365,365,365,141,59388259,BERGMUND,Bar furniture,SR445,SR465,True,https://www.ikea.com/sa/en/p/bergmund-bar-stool-with-backrest-white-kolboda-beige-dark-grey-s59388259/,Yes,"Bar stool with backrest, white/Kolboda beige/dark grey,",IKEA of Sweden/K Hagberg/M Hagberg,,,,"Fågelfors multicolour,Gunnared medium grey,Inseros white,Kolboda beige/dark grey,Orrsta light grey,Rommele dark blue/white,Ryrane dark blue",
366,366,366,142,39480150,PAX / TYSSEDAL,Wardrobes,"SR3,780","SR4,025",False,https://www.ikea.com/sa/en/p/pax-tyssedal-wardrobe-white-white-glass-s39480150/,No,"Wardrobe, white/white glass,",Unknown,,,,White/white glass,
367,367,367,143,59099155,BRIMNES,Beds,,No old price,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-s59099155/,No,"Bed frame w storage and headboard, white,",IKEA of Sweden/K Hagberg/M Hagberg,,,,White,
368,368,368,144,20559638,LÄTTHET,Cabinets & cupboards,,No old price,True,https://www.ikea.com/sa/en/p/laetthet-leg-blue-metal-20559638/,No,"Leg, blue/metal,",Ola Wihlborg,,11.0,,Blue/metal,
369,369,369,145,70507779,UPPSPEL,Gaming furniture,SR59,No old price,True,https://www.ikea.com/sa/en/p/uppspel-4-piece-pegboard-accessories-set-dark-grey-70507779/,No,"4-piece pegboard accessories set, dark grey",J Chan/J Karlsson,26.0,5.0,8.0,Dark grey,
370,370,370,146,19281024,IDÅSEN,Tables & desks,"SR1,620",No old price,True,https://www.ikea.com/sa/en/p/idasen-desk-black-dark-grey-s19281024/,No,"Desk, black/dark grey,",Jon Karlsson,,,,Black/dark grey,
371,371,371,147,10363632,HÄLLAN,Cabinets & cupboards,SR65,No old price,True,https://www.ikea.com/sa/en/p/haellan-pair-of-legs-white-10363632/,No,"Pair of legs, white,",Jon Karlsson,2.0,29.0,45.0,White,
372,372,372,148,19401470,VIMLE,Sofas,"SR3,095",No old price,True,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-with-wide-armrests-saxemara-black-blue-s19401470/,Yes,"3-seat sofa, with wide armrests/Saxemara black-blue",Unknown,,,,"With wide armrests/Saxemara black-blue,With wide armrests/Saxemara light blue,With wide armrests/Hallarp beige,With wide armrests/Hallarp grey,With wide armrests/Gunnared beige",
373,373,373,149,99239451,SLÄKT,Beds,SR975,No old price,True,https://www.ikea.com/sa/en/p/slaekt-underbed-with-storage-white-s99239451/,No,"Underbed with storage, white,",Ebba Strandmark/IKEA of Sweden,,,,White,
374,374,374,150,90360093,STÖTTA,Wardrobes,SR99,SR49,True,https://www.ikea.com/sa/en/p/stoetta-led-cabinet-lighting-strip-w-sensor-battery-operated-white-90360093/,No,"LED cabinet lighting strip w sensor, battery-operated white,",David Wahl,72.0,2.0,5.0,Battery-operated white,
375,375,375,151,69480870,TROFAST,Nursery furniture,SR580,SR660,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-with-boxes-tray-white-grey-dark-grey-s69480870/,No,"Storage combination with boxes/tray, white grey/dark grey,",Unknown,,,,White grey/dark grey,
376,376,376,152,99328895,PAX / BERGSBO,Wardrobes,"SR2,570","SR2,840",True,https://www.ikea.com/sa/en/p/pax-bergsbo-wardrobe-combination-white-frosted-glass-s99328895/,No,"Wardrobe combination, white/frosted glass,",Ehlén Johansson/IKEA of Sweden/K Hagberg/M Hagberg,,,,White/frosted glass,
377,377,377,153,80400075,SVENSHULT,Bookcases & shelving units,SR179,No old price,True,https://www.ikea.com/sa/en/p/svenshult-wall-shelf-with-storage-brown-red-white-stained-oak-effect-80400075/,No,"Wall shelf with storage, brown-red/white stained oak effect,",Gustav Carlberg,20.0,41.0,41.0,Brown-red/white stained oak effect,
378,378,378,154,19019844,MALM,Beds,"SR1,825",No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-leirsund-s19019844/,Yes,"Bed frame, high, white/Leirsund,",Eva Lilja Löwenhielm/IKEA of Sweden,,,,"White,Black-brown",
379,379,379,155,9176165,MALM,Beds,"SR1,700","SR1,720",True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-leirsund-s09176165/,Yes,"Bed frame, high, w 2 storage boxes, white/Leirsund,",Eva Lilja Löwenhielm/IKEA of Sweden,,,,"White,Black-brown",
380,380,380,156,9442621,KALLAX,Bookcases & shelving units,,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-underframe-high-gloss-white-white-s09442621/,Yes,"Shelving unit with underframe, high-gloss/white/white,",Unknown,,,,"Black-brown/black,Black-brown/white,White/black,White/white,Walnut effect/light grey black,Walnut effect/light grey white,High-gloss/white/black,High-gloss/white/white",
381,381,381,157,40450072,HAUGA,Beds,SR895,No old price,True,https://www.ikea.com/sa/en/p/hauga-upholstered-bed-frame-vissle-grey-40450072/,No,"Upholstered bed frame, Vissle grey,",Lisa Hilland,200.0,100.0,90.0,Vissle grey,
382,382,382,158,19393154,BACKSÄLEN,Sofas,"SR2,745",No old price,True,https://www.ikea.com/sa/en/p/backsaelen-3-seat-sofa-blekinge-white-s19393154/,Yes,"3-seat sofa, Blekinge white",Unknown,,,,"Blekinge white,Hallarp grey,Katorp natural",
383,383,383,159,9304926,JÄRPÖN/DUVHOLMEN,Outdoor furniture,SR180,No old price,False,https://www.ikea.com/sa/en/p/jaerpoen-duvholmen-back-cushion-outdoor-anthracite-s09304926/,No,"Back cushion, outdoor, anthracite,",IKEA of Sweden,,,,Outdoor,
384,384,384,160,553152,MALÖRTSMOTT,Dining furniture,SR19,No old price,True,https://www.ikea.com/sa/en/p/maloertsmott-chair-pad-00553152/,Yes,"Chair pad,",IKEA of Sweden,,,,"White,Grey",
385,385,385,161,19526012,BROBOCK / BJÖRKTRAST,Armchairs & chaise longues,SR764,No old price,True,https://www.ikea.com/sa/en/p/brobock-bjoerktrast-armchair-with-cushion-rattan-white-black-s19526012/,No,"Armchair with cushion, rattan white/black",Unknown,,,,Rattan white/black,
386,386,386,162,19385677,PAX,Wardrobes,"SR4,180","SR4,325",False,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s19385677/,No,"Wardrobe combination, white,",Ehlén Johansson/IKEA of Sweden/Ola Wihlborg,,,,White,
387,387,387,163,19430444,SMÅSTAD / PLATSA,Nursery furniture,"SR1,124","SR1,129",True,https://www.ikea.com/sa/en/p/smastad-platsa-wardrobe-white-cork-with-2-clothes-rails-s19430444/,Yes,"Wardrobe, white cork/with 2 clothes rails,",Unknown,,,,"White pale pink/with 2 clothes rails,White pale turquoise/with 2 clothes rails,White white/with 2 clothes rails,White green/with 2 clothes rails,White with frame/with 2 clothes rails,White cork/with 2 clothes rails",
388,388,388,164,80490113,VIHALS,Chests of drawers & drawer units,SR995,"SR1,195",True,https://www.ikea.com/sa/en/p/vihals-chest-of-6-drawers-white-anchor-unlock-function-80490113/,No,"Chest of 6 drawers, white/anchor/unlock-function,",Ola Wihlborg,47.0,75.0,140.0,White/anchor/unlock-function,
389,389,389,165,10331194,HJÄLPA,Cabinets & cupboards,SR30,SR50,True,https://www.ikea.com/sa/en/p/hjaelpa-pull-out-rail-for-baskets-white-10331194/,No,"Pull-out rail for baskets, white,",IKEA of Sweden,55.0,,,White,
390,390,390,166,39437821,SKATVAL,Cabinets & cupboards,,No old price,True,https://www.ikea.com/sa/en/p/skatval-drawer-white-light-beige-s39437821/,No,"Drawer, white/light beige,",Unknown,,,,White/light beige,
391,391,391,167,69483915,SMÅSTAD / PLATSA,Nursery furniture,"SR1,875","SR1,935",False,https://www.ikea.com/sa/en/p/smastad-platsa-changing-table-white-pale-turquoise-with-bookcase-s69483915/,Yes,"Changing table, white pale turquoise/with bookcase,",Unknown,,,,"White with frame/with bookcase,White pale pink/with bookcase,White pale turquoise/with bookcase,White white/with bookcase,White green/with bookcase",
392,392,392,168,29194093,BESTÅ,TV & media furniture,"SR2,110",No old price,False,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-white-hanviken-stubbarp-white-clear-glass-s29194093/,Yes,"TV bench with drawers, white/Hanviken/Stubbarp white clear glass,",IKEA of Sweden/Marcus Arvonen,,,,"Black-brown Mörtviken/Lappviken/Stubbarp black,Black-brown/Lappviken/Stubbarp Sindvik,Lappviken/Sindvik black-brown clear glass,Lappviken/Sindvik white clear glass,White/Lappviken/Stubbarp Sindvik,White/Sutterviken/Kabbarp white clear glass,White/Hanviken/Stubbarp white clear glass,White/Smeviken/Kabbarp white clear glass",
393,393,393,169,360587,MUSKAN,Dining furniture,SR245,No old price,True,https://www.ikea.com/sa/en/p/muskan-storage-stool-white-00360587/,No,"Storage stool, white,",Unknown,37.0,50.0,37.0,White,
394,394,394,170,19495826,HYLTARP,Sofas,"SR4,695",No old price,True,https://www.ikea.com/sa/en/p/hyltarp-3-seat-sofa-w-chaise-longue-right-gransel-natural-s19495826/,Yes,"3-seat sofa w chaise longue, right, Gransel natural",Unknown,,,,"Kilanda pale blue,Gransel grey,Gransel grey-brown,Gransel natural",
395,395,395,171,9491211,NÄMMARÖ,Outdoor furniture,"SR1,520",No old price,False,https://www.ikea.com/sa/en/p/naemmaroe-table-2-chairs-bench-outdoor-light-brown-stained-kuddarna-beige-s09491211/,Yes,"Table+2 chairs+ bench, outdoor, light brown stained/Kuddarna beige",Unknown,,,,"Nämmarö light brown stained,Nämmarö light brown stained/Kuddarna beige,Nämmarö light brown stained/Frösön/Duvholmen beige",
396,396,396,172,69019144,MALM,Beds,"SR1,225","SR1,245",True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-loenset-s69019144/,Yes,"Bed frame, high, white/Lönset,",Eva Lilja Löwenhielm/IKEA of Sweden,,,,"Black-brown,White",
397,397,397,173,9006427,BEKANT,Tables & desks,"SR1,745",No old price,True,https://www.ikea.com/sa/en/p/bekant-corner-desk-right-white-black-s09006427/,Yes,"Corner desk right, white/black,",K Malmvall/E Lilja Löwenhielm,,,,"White,White/black,Black stained ash veneer/black,Black stained ash veneer/white,White stained oak veneer/black,White stained oak veneer/white",
398,398,398,174,99019798,HEMNES,Beds,"SR2,595",No old price,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-leirsund-s99019798/,Yes,"Bed frame, white stain/Leirsund,",Carina Bengs/IKEA of Sweden,,,,"Grey stained,White stain",
399,399,399,175,79431006,SMÅSTAD,Nursery furniture,"SR1,173",No old price,True,https://www.ikea.com/sa/en/p/smastad-wardrobe-with-pull-out-unit-white-green-with-clothing-rod-s79431006/,Yes,"Wardrobe with pull-out unit, white green/with clothing rod,",Unknown,,,,"White pale pink/with clothing rod,White pale turquoise/with clothing rod,White white/with clothing rod,White green/with clothing rod,White with frame/with clothing rod,White/cork with clothing rod",
400,400,400,176,90522769,STRANDÖN,Outdoor furniture,SR95,No old price,True,https://www.ikea.com/sa/en/p/strandoen-beach-chair-white-green-blue-90522769/,No,"Beach chair, white green/blue",IKEA of Sweden,43.0,31.0,46.0,White green/blue,
401,401,401,177,19442197,VIHALS,Wardrobes,"SR1,994",No old price,True,https://www.ikea.com/sa/en/p/vihals-wardrobe-and-bench-combination-white-s19442197/,No,"Wardrobe and bench combination, white,",Unknown,,,,White,
402,402,402,178,39452048,SÖDERHAMN,Sofas,"SR1,395",No old price,True,https://www.ikea.com/sa/en/p/soederhamn-1-seat-section-tonerud-grey-s39452048/,Yes,"1-seat section, Tonerud grey",Unknown,,,,"Tonerud grey,Fridtuna light beige,Fridtuna dark grey,Gransel natural colour,Viarp beige/brown",
403,403,403,179,530085,TROFAST,Nursery furniture,SR35,SR40,True,https://www.ikea.com/sa/en/p/trofast-mesh-storage-box-light-red-00530085/,Yes,"Mesh storage box, light red,",Henrik Preutz,42.0,10.0,30.0,"Dark grey,Grey-blue,Light green-grey,Light red",
404,404,404,180,19480354,TROFAST,Nursery furniture,SR140,SR150,True,https://www.ikea.com/sa/en/p/trofast-wall-storage-white-grey-blue-s19480354/,Yes,"Wall storage, white/grey-blue,",Unknown,,,,"White/dark grey,White/grey-blue",
405,405,405,181,39485181,JÄTTEBO,Sofas,"SR8,035",No old price,True,https://www.ikea.com/sa/en/p/jaettebo-mod-crnr-sofa-2-5-seat-w-chaise-lng-right-samsala-grey-beige-s39485181/,Yes,"Mod crnr sofa 2,5-seat w chaise lng, right/Samsala grey-beige",Unknown,,,,"Right/Tonerud grey,Right/Samsala dark yellow-green,Right/Samsala grey-beige",
406,406,406,182,69406385,BESTÅ,TV & media furniture,"SR3,578",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass-s69406385/,Yes,"TV storage combination/glass doors, white/Lappviken white clear glass,",Unknown,,,,"Black-brown/Lappviken black-brown clear glass,White/Lappviken white clear glass,White/Hanviken white clear glass",
407,407,407,183,19241090,SONGESAND,Beds,"SR1,745",No old price,True,https://www.ikea.com/sa/en/p/songesand-bed-frame-brown-leirsund-s19241090/,No,"Bed frame, brown/Leirsund,",IKEA of Sweden,,,,Brown/leirsund,
408,408,408,184,39422198,ALEX,Chests of drawers & drawer units,SR675,No old price,True,https://www.ikea.com/sa/en/p/alex-drawer-unit-on-castors-grey-turquoise-black-s39422198/,Yes,"Drawer unit on castors, grey-turquoise/black,",Unknown,,,,"Grey-turquoise/black,White/black",
409,409,409,185,79387796,BESTÅ,"Sideboards, buffets & console tables","SR2,000",No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-drawers-white-sutterviken-kabbarp-white-s79387796/,Yes,"Storage combination with drawers, white/Sutterviken/Kabbarp white,",Friso Wiersma/IKEA of Sweden,,,,"White/Lappviken white,Black-brown/Lappviken black-brown,White/Hanviken white,Black-brown Lappviken/Sindvik black-brown clear glass,White Lappviken/Sindvik white clear glass,Black-brown/Lappviken/Stubbarp light grey-brown,White Lappviken/Stubbarp/light grey-brown,White/Hanviken/Stubbarp white,White/Selsviken high-gloss/white,Black-brown/Lappviken/Stubbarp black-brown,White/Lappviken/Stubbarp white,Black-brown Lappviken/Sindvik/Stubbarp black-brown clear glass,White Lappviken/Sindvik/Stubbarp white clear glass,White/Sutterviken/Kabbarp white,Black-brown Hedeviken/Stubbarp/dark brown stained oak veneer,White/Selsviken/Stubbarp high-gloss/white,Sindvik black/Lappviken/Stubbarp black-brown,Sindvik white/Lappviken/Stubbarp white,White Bergsviken/Stubbarp/beige marble effect,White Björköviken/birch veneer",
410,410,410,186,59477321,GRÖNLID,Beds,"SR11,535",No old price,False,https://www.ikea.com/sa/en/p/groenlid-crnr-sofa-bed-5-seat-w-chaise-lng-sporda-dark-grey-s59477321/,No,"Crnr sofa-bed, 5-seat w chaise lng, Sporda dark grey",Unknown,,,,5-seat w chaise lng,
