,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,Color,Image_link
1826,1826,1826,1602,60538960,HATTEFJÄLL,Chairs,SR995,No old price,True,https://www.ikea.com/sa/en/p/hattefjaell-office-chair-with-armrests-gunnared-medium-grey-white-60538960/,Yes,"Office chair with armrests, Gunnared medium grey/white",Monika Mulder,40.0,56.0,50.0,,
1827,1827,1827,1603,50282182,LACK,Bookcases & shelving units,SR149,No old price,True,https://www.ikea.com/sa/en/p/lack-wall-shelf-white-50282182/,Yes,"Wall shelf, white,",IKEA of Sweden,26.0,,,,
1828,1828,1828,1604,19521482,HEMNES,Beds,"SR3,435",No old price,True,https://www.ikea.com/sa/en/p/hemnes-day-bed-w-3-drawers-2-mattresses-grey-afjaell-medium-firm-s19521482/,No,"Day-bed w 3 drawers/2 mattresses, grey/Åfjäll medium firm,",Unknown,,,,,
1829,1829,1829,1605,19303498,PAX / FARDAL,Wardrobes,"SR3,780","SR4,250",False,https://www.ikea.com/sa/en/p/pax-fardal-wardrobe-white-high-gloss-white-s19303498/,No,"Wardrobe, white/high-gloss/white,",Ehlén Johansson/IKEA of Sweden,,,,,
1830,1830,1830,1606,99533315,TROFAST,Nursery furniture,SR495,SR550,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-dark-grey-s99533315/,Yes,"Storage combination, white/dark grey,",Unknown,,,,,
1831,1831,1831,1607,20498904,LACK,TV & media furniture,SR399,No old price,True,https://www.ikea.com/sa/en/p/lack-tv-bench-black-brown-20498904/,Yes,"TV bench, black-brown,",IKEA of Sweden,35.0,36.0,160.0,,
1832,1832,1832,1608,29409140,VIMLE,Armchairs & chaise longues,"SR2,645",No old price,True,https://www.ikea.com/sa/en/p/vimle-chaise-longue-with-wide-armrests-saxemara-black-blue-s29409140/,Yes,"Chaise longue, with wide armrests/Saxemara black-blue",Unknown,,,,,
1833,1833,1833,1609,29489274,TVARÖ / FRÖSÖN,Outdoor furniture,"SR4,950","SR5,400",False,https://www.ikea.com/sa/en/p/tvaroe-froesoen-5-seat-conversation-set-outdoor-beige-s29489274/,Yes,"5-seat conversation set, outdoor, beige",Unknown,,,,,
1834,1834,1834,1610,40496391,IDÅSEN,Dining furniture,"SR1,095",No old price,True,https://www.ikea.com/sa/en/p/idasen-shelving-unit-dark-grey-40496391/,Yes,"Shelving unit, dark grey,",Jon Karlsson,45.0,140.0,120.0,,
1835,1835,1835,1611,29413081,BONDHOLMEN,Outdoor furniture,"SR3,655",No old price,True,https://www.ikea.com/sa/en/p/bondholmen-table-4-reclining-chairs-outdoor-grey-stained-jaerpoen-duvholmen-anthracite-s29413081/,Yes,"Table+4 reclining chairs, outdoor, grey stained/Järpön/Duvholmen anthracite",Unknown,,,,,
1836,1836,1836,1612,39392455,VIMLE,Sofas,"SR2,545",No old price,True,https://www.ikea.com/sa/en/p/vimle-3-seat-section-gunnared-medium-grey-s39392455/,Yes,"3-seat section, Gunnared medium grey",Unknown,,,,,
1837,1837,1837,1613,49019084,MALM,Beds,"SR1,395",No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-black-brown-loenset-s49019084/,Yes,"Bed frame, high, black-brown/Lönset,",Eva Lilja Löwenhielm/IKEA of Sweden,,,,,
1838,1838,1838,1614,9408486,EKEDALEN / BERGMUND,Dining furniture,"SR3,755",No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bergmund-table-and-6-chairs-oak-effect-gunnared-medium-grey-s09408486/,Yes,"Table and 6 chairs, oak effect/Gunnared medium grey,",Unknown,,,,,
1839,1839,1839,1615,20497928,NORBERG,Dining furniture,SR449,No old price,True,https://www.ikea.com/sa/en/p/norberg-wall-mount-drop-leaf-tbl-w-storage-white-20497928/,No,"Wall-mount drop-leaf tbl w storage, white,",Andreas Fredriksson,60.0,75.0,64.0,,
1840,1840,1840,1616,9412799,BESTÅ,"Sideboards, buffets & console tables","SR2,050",No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-drawers-white-sutterviken-kabbarp-white-s09412799/,Yes,"Storage combination with drawers, white/Sutterviken/Kabbarp white,",Unknown,,,,,
1841,1841,1841,1617,89533212,TROFAST,Nursery furniture,SR570,SR620,False,https://www.ikea.com/sa/en/p/trofast-storage-combination-light-white-stained-pine-white-orange-s89533212/,Yes,"Storage combination, light white stained pine white/orange,",Unknown,,,,,
1842,1842,1842,1618,39429171,POÄNG,Armchairs & chaise longues,SR945,No old price,True,https://www.ikea.com/sa/en/p/poaeng-rocking-chair-birch-veneer-hillared-beige-s39429171/,Yes,"Rocking-chair, birch veneer/Hillared beige",Unknown,,,,,
1843,1843,1843,1619,79442646,KALLAX,Bookcases & shelving units,SR679,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-underframe-high-gloss-white-black-s79442646/,Yes,"Shelving unit with underframe, high-gloss/white/black,",Unknown,,,,,
1844,1844,1844,1620,79399822,INGOLF,Dining furniture,"SR1,196",No old price,True,https://www.ikea.com/sa/en/p/ingolf-chair-white-s79399822/,No,"Chair, white",Unknown,,,,,
1845,1845,1845,1621,9420011,BESTÅ,TV & media furniture,"SR1,580",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-white-bergsviken-oesarp-beige-s09420011/,Yes,"TV bench with drawers, white/Bergsviken/Ösarp beige,",Unknown,,,,,
1846,1846,1846,1622,49247175,HEMNES,Beds,"SR3,295",No old price,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-4-storage-boxes-grey-stained-leirsund-s49247175/,Yes,"Bed frame with 4 storage boxes, grey stained/Leirsund,",IKEA of Sweden,,,,,
1847,1847,1847,1623,30299070,LISABO,Tables & desks,SR995,No old price,True,https://www.ikea.com/sa/en/p/lisabo-desk-ash-veneer-30299070/,No,"Desk, ash veneer,",K Hagberg/M Hagberg,45.0,74.0,118.0,,
1848,1848,1848,1624,9481537,SIGTRYGG,Dining furniture,SR235,No old price,True,https://www.ikea.com/sa/en/p/sigtrygg-chair-dark-brown-sefast-white-s09481537/,Yes,"Chair, dark brown/Sefast white",Unknown,,,,,
1849,1849,1849,1625,49217734,BILLY,Bookcases & shelving units,SR418,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-s49217734/,Yes,"Bookcase, white,",IKEA of Sweden,,,,,
1850,1850,1850,1626,19099157,BRIMNES,Beds,,No old price,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-s19099157/,No,"Bed frame w storage and headboard, white,",IKEA of Sweden/K Hagberg/M Hagberg,,,,,
1851,1851,1851,1627,19476818,BESTÅ,TV & media furniture,"SR2,475",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-white-lappviken-white-s19476818/,Yes,"TV bench, white/Lappviken white,",Unknown,,,,,
1852,1852,1852,1628,80116600,LIATORP,TV & media furniture,SR999,SR575,True,https://www.ikea.com/sa/en/p/liatorp-tv-bench-white-80116600/,No,"TV bench, white,",Carina Bengs,49.0,45.0,145.0,,
1853,1853,1853,1629,19487794,POÄNG,Armchairs & chaise longues,SR910,No old price,True,https://www.ikea.com/sa/en/p/poaeng-armchair-and-footstool-birch-veneer-skiftebo-yellow-s19487794/,Yes,"Armchair and footstool, birch veneer/Skiftebo yellow",Unknown,,,,,
1854,1854,1854,1630,30483822,IDÅSEN,Tables & desks,SR875,No old price,True,https://www.ikea.com/sa/en/p/idasen-underframe-for-table-top-dark-grey-30483822/,No,"Underframe for table top, dark grey,",Jon Karlsson,139.0,72.0,69.0,,
1855,1855,1855,1631,69488574,TORALD / SMÄLLEN,Tables & desks,SR278,No old price,True,https://www.ikea.com/sa/en/p/torald-smaellen-desk-and-chair-white-black-s69488574/,No,"Desk and chair, white/black",Unknown,,,,,
1856,1856,1856,1632,59276228,VADHOLMA,Trolleys,"SR3,040",No old price,True,https://www.ikea.com/sa/en/p/vadholma-kitchen-island-with-rack-black-oak-s59276228/,No,"Kitchen island with rack, black/oak,",Ebba Strandmark,,,,,
1857,1857,1857,1633,89018742,BRIMNES,Beds,"SR1,650","SR1,745",True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-loenset-s89018742/,No,"Bed frame with storage, white/Lönset,",IKEA of Sweden/K Hagberg/M Hagberg,,,,,
1858,1858,1858,1634,79437744,BESTÅ / EKET,TV & media furniture,"SR2,564",No old price,True,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-light-grey-dark-grey-s79437744/,Yes,"Cabinet combination for TV, white/light grey/dark grey,",Unknown,,,,,
1859,1859,1859,1635,59189127,EKET,Bookcases & shelving units,"SR1,181",No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-dark-grey-s59189127/,Yes,"Wall-mounted cabinet combination, dark grey,",IKEA of Sweden/Jon Karlsson,,,,,
1860,1860,1860,1636,9306204,JONAXEL,Wardrobes,SR855,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-wardrobe-combination-white-s09306204/,No,"Wardrobe combination, white,",IKEA of Sweden,,,,,
1861,1861,1861,1637,70551319,RUNMARÖ,Bookcases & shelving units,SR495,No old price,True,https://www.ikea.com/sa/en/p/runmaroe-cabinet-with-doors-dark-grey-indoor-outdoor-70551319/,No,"Cabinet with doors, dark grey indoor /outdoor,",Unknown,44.0,100.0,80.0,,
1862,1862,1862,1638,9522910,PLATSA,Cabinets & cupboards,"SR1,495","SR1,550",True,https://www.ikea.com/sa/en/p/platsa-open-storage-combination-w-3-doors-white-kalbaden-blue-s09522910/,No,"Open storage combination w 3 doors, white Kalbåden/blue,",Unknown,,,,,
1863,1863,1863,1639,39443412,ESSEBODA,Chairs,SR995,No old price,True,https://www.ikea.com/sa/en/p/esseboda-bench-with-storage-knaebaeck-light-beige-brown-s39443412/,Yes,"Bench with storage, Knäbäck light beige/brown",Unknown,,,,,
1864,1864,1864,1640,59157447,BRIMNES,Beds,"SR1,575","SR1,695",True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s59157447/,No,"Bed frame w storage and headboard, white/Luröy,",IKEA of Sweden/K Hagberg/M Hagberg,,,,,
1865,1865,1865,1641,30509879,FRÖSÖN,Outdoor furniture,SR145,No old price,True,https://www.ikea.com/sa/en/p/froesoen-sun-lounger-cushion-cover-outdoor-beige-30509879/,No,"Sun lounger cushion cover, outdoor beige,",Eva Lilja Löwenhielm,190.0,,60.0,,
1866,1866,1866,1642,30474766,TROTTEN,Cabinets & cupboards,SR745,SR825,True,https://www.ikea.com/sa/en/p/trotten-cabinet-with-doors-white-30474766/,No,"Cabinet with doors, white,",Francis Cayouette,35.0,173.0,70.0,,
1867,1867,1867,1643,19521062,PAX / MISTUDDEN,Wardrobes,"SR2,605","SR2,850",True,https://www.ikea.com/sa/en/p/pax-mistudden-wardrobe-combination-white-grey-patterned-s19521062/,No,"Wardrobe combination, white/grey patterned,",Unknown,,,,,
1868,1868,1868,1644,59031778,LANDSKRONA,Armchairs & chaise longues,"SR2,145",No old price,True,https://www.ikea.com/sa/en/p/landskrona-armchair-grann-bomstad-black-wood-s59031778/,No,"Armchair, Grann/Bomstad black/wood",IKEA of Sweden/Tord Björklund,,,,,
1869,1869,1869,1645,9282279,BEKANT,Tables & desks,"SR3,595",No old price,True,https://www.ikea.com/sa/en/p/bekant-corner-desk-left-sit-stand-linoleum-blue-black-s09282279/,Yes,"Corner desk left sit/stand, linoleum blue/black,",K Malmvall/E Lilja Löwenhielm,,,,,
1870,1870,1870,1646,10424126,VEDBO,Armchairs & chaise longues,"SR1,095",No old price,True,https://www.ikea.com/sa/en/p/vedbo-armchair-gunnared-dark-grey-10424126/,Yes,"Armchair, Gunnared dark grey",Francis Cayouette,48.0,44.0,45.0,,
1871,1871,1871,1647,80329791,PINNIG,Chairs,SR345,No old price,True,https://www.ikea.com/sa/en/p/pinnig-bench-with-shoe-storage-black-80329791/,No,"Bench with shoe storage, black,",Ebba Strandmark,35.0,52.0,79.0,,
1872,1872,1872,1648,99241152,SONGESAND,Beds,"SR1,295",SR300,False,https://www.ikea.com/sa/en/p/songesand-bed-frame-with-4-storage-boxes-brown-s99241152/,No,"Bed frame with 4 storage boxes, brown,",IKEA of Sweden,,,,,
1873,1873,1873,1649,50547050,MÅNHULT,Dining furniture,SR229,No old price,True,https://www.ikea.com/sa/en/p/manhult-chair-black-hakebo-deep-red-50547050/,Yes,"Chair, black/Hakebo deep red",Zhelin Lian,53.0,46.0,44.0,,
1874,1874,1874,1650,20517243,HÖGBO,Bookcases & shelving units,SR245,No old price,True,https://www.ikea.com/sa/en/p/hoegbo-glass-door-white-20517243/,Yes,"Glass door, white,",Johanna Jelinek,,192.0,40.0,,
1875,1875,1875,1651,102452,MYDAL,Beds,"SR1,295",No old price,True,https://www.ikea.com/sa/en/p/mydal-bunk-bed-frame-pine-00102452/,No,"Bunk bed frame, pine,",IKEA of Sweden,200.0,157.0,90.0,,
1876,1876,1876,1652,59412626,BESTÅ,Dining furniture,"SR1,485",No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-black-brown-selsviken-high-gloss-black-s59412626/,Yes,"Storage combination w doors/drawers, black-brown/Selsviken high-gloss/black,",Unknown,,,,,
1877,1877,1877,1653,39507729,LÅNGFJÄLL,Chairs,SR955,No old price,True,https://www.ikea.com/sa/en/p/langfjaell-conference-chair-with-armrests-gunnared-green-grey-black-s39507729/,Yes,"Conference chair with armrests, Gunnared green-grey/black",Unknown,,,,,
1878,1878,1878,1654,60507794,LÅNESPELARE,Gaming furniture,SR39,No old price,True,https://www.ikea.com/sa/en/p/lanespelare-gaming-mouse-pad-black-60507794/,Yes,"Gaming mouse pad, black,",IKEA of Sweden,44.0,,36.0,,
1879,1879,1879,1655,80503375,LINANÄS,Sofas,SR995,No old price,True,https://www.ikea.com/sa/en/p/linanaes-2-seat-sofa-vissle-dark-grey-80503375/,Yes,"2-seat sofa, Vissle dark grey",David Wahl,59.0,46.0,137.0,,
1880,1880,1880,1656,69428325,SMÅSTAD / PLATSA,Nursery furniture,"SR1,149","SR1,154",False,https://www.ikea.com/sa/en/p/smastad-platsa-wardrobe-white-white-with-4-drawers-s69428325/,Yes,"Wardrobe, white white/with 4 drawers,",Unknown,,,,,
1881,1881,1881,1657,30442407,GRUBBAN,Dining furniture,SR85,No old price,True,https://www.ikea.com/sa/en/p/grubban-step-stool-white-birch-30442407/,No,"Step stool, white/birch",Charlie Styrbjörn,44.0,42.0,40.0,,
1882,1882,1882,1658,49384558,BESTÅ,TV & media furniture,"SR2,175",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-white-smeviken-kabbarp-white-clear-glass-s49384558/,Yes,"TV bench with drawers, white/Smeviken/Kabbarp white clear glass,",Friso Wiersma/IKEA of Sweden,,,,,
1883,1883,1883,1659,49431927,LAGKAPTEN / ALEX,Tables & desks,SR924,No old price,True,https://www.ikea.com/sa/en/p/lagkapten-alex-desk-white-s49431927/,Yes,"Desk, white,",Unknown,,,,,
1884,1884,1884,1660,70530954,TÄRNÖ,Outdoor furniture,SR149,No old price,True,https://www.ikea.com/sa/en/p/taernoe-table-outdoor-white-green-70530954/,Yes,"Table, outdoor, white/green,",IKEA of Sweden,55.0,70.0,54.0,,
1885,1885,1885,1661,50530634,HEMNES,Bookcases & shelving units,"SR1,845",No old price,True,https://www.ikea.com/sa/en/p/hemnes-glass-door-cabinet-with-3-drawers-red-stained-light-brown-stained-50530634/,Yes,"Glass-door cabinet with 3 drawers, red stained/light brown stained,",Carina Bengs,37.0,197.0,90.0,,
1886,1886,1886,1662,99011764,MELLTORP / MARIUS,Dining furniture,SR229,SR231,False,https://www.ikea.com/sa/en/p/melltorp-marius-table-and-2-stools-white-black-s99011764/,No,"Table and 2 stools, white/black,",Lisa Norinder/Ola Wihlborg,,,,,
1887,1887,1887,1663,99556378,KLIMPFJÄLL / NORRMANSÖ,Furniture sets,"SR4,689",No old price,True,https://www.ikea.com/sa/en/p/klimpfjaell-norrmansoe-table-and-6-chairs-grey-brown-beige-acacia-s99556378/,No,"Table and 6 chairs, grey-brown/beige acacia,",Unknown,,,,,
1888,1888,1888,1664,30428901,EKET,Cabinets & cupboards,SR60,No old price,True,https://www.ikea.com/sa/en/p/eket-glass-door-clear-glass-30428901/,No,"Glass door, clear glass,",Unknown,,31.0,31.0,,
1889,1889,1889,1665,29490102,JÄTTEBO,Sofas,"SR6,270","SR6,295",True,https://www.ikea.com/sa/en/p/jaettebo-2-5-seat-mod-sofa-w-chaise-longue-left-with-headrest-samsala-dark-yellow-green-s29490102/,Yes,"2,5-seat mod sofa w chaise longue, left with headrest/Samsala dark yellow-green",Unknown,,,,,
1890,1890,1890,1666,30403571,MALM,Chests of drawers & drawer units,SR649,No old price,True,https://www.ikea.com/sa/en/p/malm-chest-of-4-drawers-white-30403571/,Yes,"Chest of 4 drawers, white,",IKEA of Sweden,48.0,100.0,80.0,,
1891,1891,1891,1667,69161482,IKEA PS 2012 / JANINGE,Dining furniture,"SR1,991",No old price,True,https://www.ikea.com/sa/en/p/ikea-ps-2012-janinge-table-and-4-chairs-bamboo-white-s69161482/,No,"Table and 4 chairs, bamboo/white,",John/Jonas/Petrus/Paul/Caroline/Jon Karlsson,,,,,
1892,1892,1892,1668,90448741,BOAXEL,Bookcases & shelving units,SR25,SR20,True,https://www.ikea.com/sa/en/p/boaxel-clothes-rail-white-90448741/,No,"Clothes rail, white,",IKEA of Sweden,,,60.0,,
1893,1893,1893,1669,394318,POÄNG,Armchairs & chaise longues,SR245,No old price,True,https://www.ikea.com/sa/en/p/poaeng-armchair-cushion-knisa-light-beige-00394318/,Yes,"Armchair cushion, Knisa light beige",IKEA of Sweden,133.0,,57.0,,
1894,1894,1894,1670,19331868,PAX / GRIMO/VIKEDAL,Wardrobes,"SR5,975",No old price,False,https://www.ikea.com/sa/en/p/pax-grimo-vikedal-corner-wardrobe-white-mirror-glass-s19331868/,No,"Corner wardrobe, white/mirror glass,",Ehlén Johansson/IKEA of Sweden/Ola Wihlborg,,,,,
1895,1895,1895,1671,9408212,EKEDALEN / BERGMUND,Dining furniture,"SR2,735",No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bergmund-table-and-4-chairs-white-fagelfors-multicolour-s09408212/,Yes,"Table and 4 chairs, white/Fågelfors multicolour,",Unknown,,,,,
1896,1896,1896,1672,79129986,GJÖRA,Beds,"SR2,470",No old price,True,https://www.ikea.com/sa/en/p/gjoera-bed-frame-birch-leirsund-s79129986/,No,"Bed frame, birch/Leirsund,",IKEA of Sweden/Monika Mulder,,,,,
1897,1897,1897,1673,49401256,VIMLE,Armchairs & chaise longues,"SR1,030",No old price,True,https://www.ikea.com/sa/en/p/vimle-cover-3-seat-sofa-w-chaise-longue-with-wide-armrests-saxemara-light-blue-s49401256/,Yes,"Cover 3-seat sofa w chaise longue, with wide armrests/Saxemara light blue",Unknown,,,,,
1898,1898,1898,1674,9429323,POÄNG,Armchairs & chaise longues,"SR1,445",No old price,True,https://www.ikea.com/sa/en/p/poaeng-rocking-chair-black-brown-glose-dark-brown-s09429323/,Yes,"Rocking-chair, black-brown/Glose dark brown",Unknown,,,,,
1899,1899,1899,1675,79295377,NORDLI,Chests of drawers & drawer units,"SR2,975",No old price,True,https://www.ikea.com/sa/en/p/nordli-chest-of-8-drawers-white-s79295377/,No,"Chest of 8 drawers, white,",Ola Wihlborg,,,,,
1900,1900,1900,1676,89500768,PLATSA,Wardrobes,"SR3,295","SR3,385",True,https://www.ikea.com/sa/en/p/platsa-wardrobe-w-6-doors-white-kalbaden-lively-pine-effect-s89500768/,No,"Wardrobe w 6 doors, white/Kalbåden lively pine effect,",Unknown,,,,,
1901,1901,1901,1677,60554380,DOMSTEN,Dining furniture,SR125,No old price,True,https://www.ikea.com/sa/en/p/domsten-stool-lilac-pine-60554380/,Yes,"Stool, lilac/pine",Karin Mobring,,45.0,,,
1902,1902,1902,1678,99533344,TROFAST,Nursery furniture,SR260,SR285,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-with-boxes-tray-white-turquoise-white-s99533344/,Yes,"Storage combination with boxes/tray, white turquoise/white,",Unknown,,,,,
1903,1903,1903,1679,99328584,BESTÅ,TV & media furniture,"SR1,610",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-grey-stained-walnut-effect-selsviken-high-gloss-white-s99328584/,Yes,"TV bench, grey stained walnut effect/Selsviken high-gloss/white,",IKEA of Sweden,,,,,
1904,1904,1904,1680,9241420,NORDLI,Beds,"SR3,045",No old price,True,https://www.ikea.com/sa/en/p/nordli-bed-frame-w-storage-and-headboard-white-s09241420/,No,"Bed frame w storage and headboard, white,",Ola Wihlborg,,,,,
1905,1905,1905,1681,70503352,SUNDSÖ,Outdoor furniture,SR225,No old price,True,https://www.ikea.com/sa/en/p/sundsoe-table-outdoor-grey-70503352/,Yes,"Table, outdoor, grey,",Jon Karlsson,,71.0,,,
1906,1906,1906,1682,39435978,PAX / HASVIK,Wardrobes,"SR2,300","SR2,375",False,https://www.ikea.com/sa/en/p/pax-hasvik-wardrobe-dark-grey-dark-grey-s39435978/,Yes,"Wardrobe, dark grey/dark grey,",Unknown,,,,,
1907,1907,1907,1683,60537852,TORPARÖ,Outdoor furniture,SR165,No old price,True,https://www.ikea.com/sa/en/p/torparoe-chair-with-armrests-in-outdoor-white-grey-60537852/,No,"Chair with armrests, in/outdoor, white/grey",Ola Wihlborg,41.0,46.0,42.0,,
1908,1908,1908,1684,59188825,HEMNES,Beds,"SR2,345",SR300,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-4-storage-boxes-white-stain-s59188825/,Yes,"Bed frame with 4 storage boxes, white stain,",Carina Bengs/IKEA of Sweden,,,,,
